4256.08	4814.30	1211.92
4291.53	4814.30	1202.08
4290.50	4846.95	1188.05
4258.24	4806.04	1183.74
4300.94	4824.25	1187.89
4316.40	4854.09	1186.19
4307.37	4840.70	1190.25
4258.01	4818.72	1182.99
4208.82	4783.58	1187.70
4212.14	4800.31	1177.45
4232.36	4820.78	1184.52
4245.51	4846.66	1184.52
4250.71	4823.90	1195.98
4245.55	4818.34	1184.63
4220.43	4800.83	1175.41
4213.70	4803.26	1167.87
4201.89	4812.52	1163.75
4233.95	4843.20	1168.41
4214.12	4847.10	1174.07
4216.41	4853.38	1174.55
4201.81	4832.84	1171.36
4254.85	4852.31	1181.27
4279.97	4906.21	1189.41
4296.31	4916.24	1193.19
4281.64	4908.30	1189.89
4339.28	4941.50	1203.03
4366.35	4979.82	1201.72
4371.39	4995.46	1202.30
4353.15	4990.42	1191.99
4342.01	4999.99	1197.01
4387.80	5044.19	1205.30
4386.40	5041.80	1206.14
4402.03	5058.88	1210.12
4368.77	5053.22	1210.34
4369.68	5057.41	1200.75
4359.47	5057.16	1201.59
4353.34	5060.79	1201.59
4323.21	5032.85	1184.16
4310.66	4988.45	1190.80
4304.29	4972.05	1200.20
4348.64	5006.77	1211.37
4350.49	4968.50	1203.60
4383.62	5000.47	1210.41
4393.43	4992.82	1210.08
4373.27	5014.79	1210.47
4423.52	5036.27	1222.12
4428.09	5027.19	1225.31
4396.50	5010.92	1219.43
4375.60	4996.05	1207.01
4337.68	4962.06	1209.25
4360.49	4982.05	1200.08
4367.30	4975.02	1206.83
4387.69	5000.24	1197.75
4309.11	4937.62	1188.07
4315.92	4922.12	1190.21
4327.18	4923.30	1189.65
4296.36	4933.47	1183.78
4320.69	4937.26	1171.71
4317.20	4910.44	1172.53
4343.60	4922.50	1171.42
4343.60	4922.50	1171.42
4343.60	4922.50	1174.28
4351.89	4918.96	1165.36
4347.52	4900.74	1181.41
4348.77	4894.37	1180.59
4373.53	4914.03	1172.92
4341.39	4896.74	1176.12
4362.61	4942.89	1181.39
4379.18	4947.42	1184.07
4389.52	4977.01	1191.14
4400.68	4983.65	1181.20
4396.09	4973.25	1181.21
4372.12	4946.19	1187.76
4405.69	4960.82	1173.79
4402.05	4945.39	1162.05
4312.25	4891.62	1142.62
4202.20	4827.12	1145.98
4204.61	4855.55	1152.78
4178.62	4822.04	1137.50
4193.70	4819.63	1159.95
4223.04	4849.28	1152.12
4246.96	4864.88	1162.10
4233.76	4845.52	1151.74
4189.02	4789.43	1156.38
4178.10	4790.19	1143.22
4184.84	4801.68	1156.85
4224.02	4801.68	1162.16
4245.54	4861.25	1161.17
4264.35	4882.45	1175.65
4299.51	4902.32	1172.63
4311.06	4918.85	1171.35
4292.41	4910.26	1178.84
4251.13	4892.43	1166.22
4244.16	4875.38	1171.11
4267.05	4893.25	1159.36
4275.70	4886.48	1154.05
4262.18	4884.18	1165.69
4251.77	4898.54	1173.80
4324.60	4949.38	1185.56
4360.42	4962.67	1191.08
4360.68	4971.79	1189.28
4406.95	4989.82	1193.86
4396.64	4982.46	1194.07
4389.54	4971.54	1190.01
4436.60	4994.92	1197.62
4444.71	4986.28	1198.78
4480.43	4986.28	1198.78
4460.63	4963.97	1191.50
4527.17	5011.04	1202.27
4532.17	5005.00	1204.29
4510.39	4999.38	1196.02
4497.26	4980.41	1197.51
4566.01	5025.25	1197.26
4557.29	5003.73	1194.67
4562.75	5009.20	1200.93
4586.10	5030.38	1198.11
4599.21	5050.36	1200.82
4591.69	5046.76	1203.91
4548.42	5019.48	1206.58
4579.87	5044.98	1210.96
4604.57	5077.61	1216.96
4586.86	5071.96	1216.10
4608.11	5082.12	1213.61
4619.60	5099.28	1213.88
4627.48	5114.38	1200.73
4566.48	5078.97	1191.57
4523.82	5043.53	1190.69
4557.46	5090.40	1201.57
4583.63	5109.14	1199.85
4586.28	5113.16	1191.33
4617.07	5161.01	1194.44
4623.41	5184.33	1194.44
4603.65	5190.14	1204.99
4615.49	5229.64	1194.94
4530.18	5158.27	1197.87
4597.97	5232.15	1211.86
4663.38	5242.37	1219.44
4653.03	5217.15	1222.21
4679.89	5245.87	1223.29
4699.27	5259.66	1226.50
4712.90	5230.85	1227.92
4719.57	5214.24	1221.13
4770.54	5201.55	1229.35
4784.50	5215.24	1235.20
4829.87	5221.59	1227.04
4836.90	5241.80	1233.68
4842.70	5270.70	1229.03
4843.49	5256.16	1231.16
4855.35	5263.63	1236.79
4892.50	5270.32	1243.72
4886.50	5282.30	1234.18
4890.85	5290.85	1235.35
4932.87	5327.47	1244.12
4923.12	5332.30	1245.04
4874.06	5315.53	1235.86
4827.18	5314.75	1226.42
4837.86	5344.29	1223.13
4909.48	5363.72	1231.38
4990.57	5377.48	1229.13
4953.93	5358.57	1237.81
4937.33	5345.78	1230.39
4922.34	5344.24	1233.87
4883.81	5322.35	1219.34
4871.46	5292.71	1220.24
4851.27	5269.32	1219.02
4929.91	5312.62	1219.71
4941.69	5318.44	1221.73
4917.74	5300.24	1217.57
4915.95	5275.23	1209.59
4856.01	5255.66	1212.39
4783.80	5228.06	1205.10
4812.24	5228.06	1212.28
4791.72	5255.80	1208.41
4829.69	5296.92	1220.33
4842.94	5328.51	1221.59
4837.81	5326.85	1218.02
4909.89	5337.84	1218.02
4968.28	5359.15	1233.39
4988.14	5365.93	1236.36
4992.75	5340.79	1231.67
5005.93	5359.31	1241.48
4989.98	5375.10	1240.56
4901.88	5338.01	1231.20
4911.17	5347.44	1227.16
4905.98	5383.45	1227.73
4986.50	5407.90	1237.91
4926.13	5429.68	1231.02
4962.86	5416.36	1221.34
4875.22	5369.68	1210.20
4849.01	5385.73	1214.62
4882.58	5413.56	1215.29
4998.16	5453.08	1215.63
4965.88	5447.31	1215.66
5048.74	5494.79	1216.89
5021.17	5478.22	1227.68
5044.12	5477.71	1228.81
5082.07	5501.55	1226.70
5138.02	5494.43	1214.47
5069.42	5427.82	1196.39
5017.27	5372.37	1191.49
5007.77	5362.30	1195.90
5022.79	5374.55	1187.33
5032.46	5380.67	1184.87
4981.77	5342.16	1177.68
4950.07	5265.22	1176.84
4975.56	5275.00	1186.57
4978.83	5286.53	1190.10
4947.18	5263.93	1178.14
4845.98	5167.85	1195.76
4864.25	5164.07	1177.80
4838.40	5142.12	1179.59
4901.79	5207.60	1199.38
4872.97	5182.12	1196.54
4900.79	5227.81	1191.38
4806.05	5182.75	1178.90
4825.64	5213.40	1198.41
4929.07	5317.28	1207.01
4922.55	5344.33	1202.76
4954.83	5358.63	1214.76
5011.00	5431.93	1219.94
4995.24	5423.56	1220.14
5024.20	5460.80	1222.81
5008.83	5460.91	1218.59
5011.38	5439.81	1220.65
5015.55	5423.50	1230.96
5090.75	5465.06	1234.72
5092.43	5470.00	1233.76
5110.61	5439.60	1229.01
5081.46	5429.95	1231.21
5099.72	5460.02	1242.80
5123.50	5498.90	1248.27
5170.61	5497.94	1254.85
5174.72	5517.21	1261.23
5196.08	5531.71	1265.61
5187.98	5511.01	1265.61
5194.27	5523.84	1268.25
5176.59	5477.37	1257.46
5199.48	5490.99	1257.48
